age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,fraud_reported
43,FEMALE,PhD,handlers-cleaners,base-jumping,husband,Single Vehicle Collision,Front Collision,Total Loss,Other,12,1,?,2,2,YES,63240,10540,5270,47430,N
34,MALE,JD,tech-support,cross-fit,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Other,21,3,YES,1,0,?,67650,12300,6150,49200,N
39,FEMALE,MD,craft-repair,bungie-jumping,unmarried,Single Vehicle Collision,Front Collision,Major Damage,Fire,0,1,?,1,3,NO,74200,14840,14840,44520,Y
43,FEMALE,JD,tech-support,polo,own-child,Single Vehicle Collision,Side Collision,Minor Damage,Other,22,1,YES,1,3,NO,64900,12980,12980,38940,N
44,FEMALE,Associate,machine-op-inspct,paintball,other-relative,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,20,3,?,1,0,NO,35900,7180,3590,25130,Y
26,FEMALE,High School,craft-repair,camping,unmarried,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,0,1,NO,1,3,?,52200,5220,10440,36540,N
57,MALE,Masters,adm-clerical,skydiving,own-child,Single Vehicle Collision,Front Collision,Minor Damage,Police,20,1,?,0,2,NO,78000,6500,13000,58500,N
27,FEMALE,High School,adm-clerical,base-jumping,own-child,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,1,3,YES,0,0,?,67200,6720,6720,53760,N
43,FEMALE,MD,prof-specialty,golf,unmarried,Single Vehicle Collision,Rear Collision,Total Loss,Fire,11,1,NO,0,0,?,63250,11500,5750,46000,N
37,FEMALE,MD,craft-repair,paintball,not-in-family,Multi-vehicle Collision,Side Collision,Major Damage,Other,14,3,YES,1,1,YES,68760,11460,5730,51570,N
28,MALE,College,other-service,movies,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Police,20,3,YES,0,2,?,65040,10840,10840,43360,N
33,MALE,College,adm-clerical,yachting,wife,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,22,1,?,1,3,?,82800,20700,13800,48300,Y
44,MALE,PhD,priv-house-serv,basketball,unmarried,Single Vehicle Collision,Side Collision,Total Loss,Other,12,1,NO,1,0,YES,61700,6170,6170,49360,N
61,FEMALE,Associate,transport-moving,polo,unmarried,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,3,3,YES,2,1,YES,78100,15620,7810,54670,Y
24,FEMALE,College,priv-house-serv,paintball,other-relative,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,15,3,YES,2,1,?,65520,9360,9360,46800,Y
30,MALE,MD,prof-specialty,polo,own-child,Parked Car,?,Trivial Damage,None,8,1,YES,0,2,NO,4500,450,450,3600,N
41,FEMALE,Associate,sales,reading,own-child,Multi-vehicle Collision,Side Collision,Major Damage,Other,13,3,NO,0,2,?,42700,0,6100,36600,Y
46,FEMALE,High School,adm-clerical,polo,own-child,Parked Car,?,Minor Damage,Police,8,1,NO,2,2,YES,5580,620,620,4340,Y
31,FEMALE,Masters,adm-clerical,chess,wife,Parked Car,?,Minor Damage,None,7,1,?,0,0,NO,3600,360,720,2520,Y
36,FEMALE,Masters,exec-managerial,dancing,own-child,Vehicle Theft,?,Trivial Damage,None,9,1,?,2,0,?,2800,280,280,2240,N
47,FEMALE,Associate,adm-clerical,hiking,own-child,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,15,1,NO,1,0,YES,54000,6000,6000,42000,N
19,FEMALE,JD,craft-repair,yachting,wife,Single Vehicle Collision,Side Collision,Minor Damage,Police,5,1,?,0,2,?,48950,4450,8900,35600,Y
47,MALE,PhD,exec-managerial,hiking,other-relative,Multi-vehicle Collision,Rear Collision,Major Damage,Other,15,4,YES,0,1,?,77800,15560,15560,46680,N
57,MALE,High School,protective-serv,exercise,other-relative,Multi-vehicle Collision,Front Collision,Major Damage,Other,22,3,YES,2,1,NO,52560,11680,5840,35040,N
41,FEMALE,PhD,farming-fishing,dancing,own-child,Multi-vehicle Collision,Side Collision,Total Loss,Police,16,2,?,1,2,YES,44110,4010,8020,32080,N
30,FEMALE,PhD,sales,video-games,husband,Single Vehicle Collision,Front Collision,Total Loss,Other,7,1,NO,1,3,?,74360,13520,6760,54080,N
31,FEMALE,JD,armed-forces,base-jumping,wife,Parked Car,?,Minor Damage,None,2,1,YES,1,2,?,6120,680,680,4760,Y
53,MALE,College,transport-moving,chess,unmarried,Multi-vehicle Collision,Side Collision,Minor Damage,Police,17,4,?,0,0,YES,62280,5190,10380,46710,N
44,FEMALE,Masters,sales,reading,other-relative,Multi-vehicle Collision,Front Collision,Total Loss,Other,12,3,?,1,0,YES,26730,4860,4860,17010,N
29,FEMALE,Associate,craft-repair,exercise,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,9,1,?,1,0,NO,66200,6620,6620,52960,N
26,MALE,JD,other-service,polo,not-in-family,Single Vehicle Collision,Side Collision,Total Loss,Fire,16,1,?,1,2,?,45500,9100,4550,31850,N
41,MALE,JD,transport-moving,sleeping,own-child,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,19,3,?,2,0,?,53040,4420,4420,44200,N
32,MALE,College,other-service,reading,other-relative,Multi-vehicle Collision,Front Collision,Major Damage,Other,14,3,?,1,2,NO,50800,10160,5080,35560,Y
41,FEMALE,Associate,craft-repair,sleeping,own-child,Multi-vehicle Collision,Side Collision,Total Loss,Police,18,3,?,1,3,?,44200,4420,4420,35360,N
34,FEMALE,PhD,exec-managerial,base-jumping,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Police,23,1,YES,1,3,?,62920,11440,5720,45760,N
29,MALE,PhD,exec-managerial,golf,not-in-family,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,15,3,?,0,2,YES,49950,5550,5550,38850,Y
46,MALE,JD,armed-forces,chess,unmarried,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,18,1,YES,0,1,YES,56430,6270,6270,43890,Y
41,FEMALE,Masters,protective-serv,board-games,own-child,Single Vehicle Collision,Front Collision,Minor Damage,Police,16,1,NO,2,2,YES,100210,18220,18220,63770,N
30,MALE,High School,prof-specialty,base-jumping,wife,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,12,3,NO,1,0,YES,49140,5460,5460,38220,N
38,FEMALE,College,other-service,paintball,not-in-family,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,16,1,NO,0,1,?,66840,16710,5570,44560,N
21,MALE,Associate,machine-op-inspct,camping,wife,Single Vehicle Collision,Front Collision,Total Loss,Other,21,1,?,1,2,?,62460,6940,6940,48580,N
36,MALE,JD,machine-op-inspct,base-jumping,wife,Multi-vehicle Collision,Side Collision,Total Loss,Other,15,3,YES,0,1,?,62810,11420,11420,39970,N
33,FEMALE,JD,priv-house-serv,sleeping,own-child,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,21,1,YES,1,2,?,54160,6770,6770,40620,N
35,FEMALE,JD,exec-managerial,golf,unmarried,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,1,1,YES,0,2,NO,48400,9680,4840,33880,N
48,MALE,PhD,exec-managerial,golf,other-relative,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,?,0,0,NO,51480,5720,5720,40040,N
36,FEMALE,High School,prof-specialty,board-games,husband,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,5,3,NO,2,1,NO,51700,5170,10340,36190,N
58,MALE,MD,exec-managerial,video-games,own-child,Multi-vehicle Collision,Front Collision,Total Loss,Other,15,3,?,1,2,?,65520,10920,5460,49140,N
31,MALE,High School,farming-fishing,reading,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Other,2,4,NO,2,2,NO,47700,4770,9540,33390,Y
31,FEMALE,PhD,machine-op-inspct,video-games,not-in-family,Vehicle Theft,?,Minor Damage,None,3,1,YES,2,0,NO,5220,580,580,4060,N
57,MALE,High School,protective-serv,exercise,unmarried,Single Vehicle Collision,Side Collision,Major Damage,Other,19,1,NO,1,0,?,73320,6110,12220,54990,N
46,MALE,Masters,adm-clerical,dancing,wife,Single Vehicle Collision,Front Collision,Minor Damage,Fire,17,1,YES,0,2,YES,74900,14980,7490,52430,N
27,FEMALE,High School,prof-specialty,dancing,unmarried,Vehicle Theft,?,Trivial Damage,Police,7,1,?,0,1,YES,3190,580,290,2320,N
33,MALE,MD,armed-forces,exercise,own-child,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,21,1,NO,1,0,YES,76920,12820,6410,57690,N
53,FEMALE,Masters,priv-house-serv,video-games,not-in-family,Multi-vehicle Collision,Front Collision,Total Loss,Police,10,2,YES,1,3,NO,77990,7090,14180,56720,N
46,MALE,MD,transport-moving,base-jumping,own-child,Single Vehicle Collision,Front Collision,Total Loss,Fire,11,1,YES,1,0,?,59670,9180,9180,41310,N
33,FEMALE,College,craft-repair,skydiving,husband,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,23,3,YES,2,0,NO,44880,8160,4080,32640,Y
51,MALE,Associate,sales,skydiving,other-relative,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,14,1,?,0,2,NO,82830,7530,15060,60240,N
60,FEMALE,College,armed-forces,cross-fit,unmarried,Single Vehicle Collision,Front Collision,Minor Damage,Other,10,1,NO,1,3,NO,84480,7680,15360,61440,Y
30,FEMALE,College,transport-moving,skydiving,wife,Multi-vehicle Collision,Side Collision,Total Loss,Fire,6,3,?,2,3,NO,79800,15960,7980,55860,N
41,MALE,MD,adm-clerical,exercise,husband,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,10,3,?,0,3,YES,53020,9640,9640,33740,N
45,FEMALE,High School,machine-op-inspct,sleeping,wife,Multi-vehicle Collision,Side Collision,Total Loss,Police,5,3,?,0,0,NO,24200,2200,4400,17600,N
40,MALE,Masters,exec-managerial,camping,unmarried,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,17,1,?,1,3,YES,43230,7860,7860,27510,N
45,FEMALE,College,exec-managerial,cross-fit,unmarried,Vehicle Theft,?,Trivial Damage,None,3,1,NO,2,3,NO,3190,290,580,2320,N
43,FEMALE,Associate,adm-clerical,polo,not-in-family,Parked Car,?,Minor Damage,None,9,1,?,0,3,NO,5850,1300,650,3900,N
29,FEMALE,High School,machine-op-inspct,video-games,not-in-family,Parked Car,?,Trivial Damage,Police,6,1,YES,2,0,YES,6820,620,1240,4960,N
44,FEMALE,College,farming-fishing,camping,not-in-family,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,22,3,NO,2,2,NO,69480,11580,11580,46320,N
29,MALE,Masters,prof-specialty,movies,own-child,Multi-vehicle Collision,Front Collision,Major Damage,Fire,10,3,?,1,2,YES,94560,7880,15760,70920,N
39,MALE,Associate,armed-forces,paintball,unmarried,Vehicle Theft,?,Minor Damage,None,4,1,YES,1,2,?,7800,780,780,6240,N
32,FEMALE,High School,machine-op-inspct,basketball,unmarried,Single Vehicle Collision,Front Collision,Total Loss,Other,23,1,NO,1,3,NO,61270,5570,11140,44560,N
49,FEMALE,Masters,transport-moving,bungie-jumping,wife,Single Vehicle Collision,Rear Collision,Total Loss,Police,19,1,?,0,2,YES,71440,8930,8930,53580,N
37,FEMALE,JD,priv-house-serv,exercise,unmarried,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,YES,1,2,YES,55600,11120,5560,38920,N
44,MALE,High School,priv-house-serv,board-games,unmarried,Vehicle Theft,?,Trivial Damage,Police,6,1,NO,1,3,NO,5000,1000,500,3500,N
33,FEMALE,JD,exec-managerial,paintball,own-child,Single Vehicle Collision,Side Collision,Minor Damage,Other,6,1,NO,2,0,?,95810,14740,14740,66330,N
41,FEMALE,College,tech-support,chess,husband,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,18,1,NO,2,2,?,69300,6930,13860,48510,N
37,MALE,MD,prof-specialty,video-games,other-relative,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,22,1,?,1,0,NO,81120,13520,20280,47320,N
21,MALE,High School,handlers-cleaners,hiking,husband,Single Vehicle Collision,Front Collision,Major Damage,Other,21,1,?,0,0,?,91260,14040,14040,63180,N
48,FEMALE,MD,other-service,kayaking,wife,Single Vehicle Collision,Side Collision,Minor Damage,Fire,12,1,?,0,0,?,60600,6060,12120,42420,N
31,MALE,Masters,machine-op-inspct,base-jumping,husband,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,6,3,?,0,3,YES,64800,6480,12960,45360,Y
34,FEMALE,College,exec-managerial,basketball,other-relative,Multi-vehicle Collision,Side Collision,Major Damage,Police,0,4,?,0,0,?,66880,6080,12160,48640,Y
35,MALE,Masters,farming-fishing,cross-fit,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,11,1,NO,0,2,?,58200,5820,5820,46560,N
31,FEMALE,High School,priv-house-serv,polo,own-child,Single Vehicle Collision,Side Collision,Minor Damage,Police,19,1,?,1,0,NO,60570,6730,6730,47110,N
36,FEMALE,Masters,exec-managerial,camping,other-relative,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,22,3,?,0,0,NO,69680,8710,8710,52260,Y
58,MALE,Masters,transport-moving,bungie-jumping,own-child,Single Vehicle Collision,Front Collision,Total Loss,Fire,2,1,YES,2,3,NO,55700,5570,11140,38990,N
47,FEMALE,JD,transport-moving,sleeping,other-relative,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,16,4,YES,1,2,YES,62370,5670,5670,51030,N
45,FEMALE,PhD,priv-house-serv,yachting,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Other,23,3,?,0,0,YES,54340,9880,0,44460,N
48,FEMALE,Masters,priv-house-serv,base-jumping,other-relative,Single Vehicle Collision,Front Collision,Major Damage,Police,21,1,YES,1,0,NO,55170,6130,6130,42910,Y
34,MALE,College,priv-house-serv,exercise,wife,Single Vehicle Collision,Front Collision,Minor Damage,Other,10,1,?,2,3,YES,58500,11700,5850,40950,N
32,MALE,Associate,priv-house-serv,skydiving,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Fire,12,1,?,0,3,?,59940,6660,6660,46620,N
28,MALE,MD,machine-op-inspct,reading,wife,Single Vehicle Collision,Side Collision,Total Loss,Police,6,1,NO,1,0,NO,73400,7340,7340,58720,N
23,MALE,JD,exec-managerial,bungie-jumping,other-relative,Single Vehicle Collision,Side Collision,Major Damage,Fire,6,1,?,1,2,?,41850,4650,4650,32550,N
44,FEMALE,PhD,priv-house-serv,chess,not-in-family,Parked Car,?,Trivial Damage,Police,7,1,?,2,2,NO,6400,640,1280,4480,Y
40,FEMALE,PhD,other-service,sleeping,own-child,Vehicle Theft,?,Trivial Damage,Police,3,1,NO,1,1,NO,3190,580,290,2320,N
29,MALE,JD,handlers-cleaners,polo,unmarried,Parked Car,?,Trivial Damage,None,10,1,YES,2,1,YES,5900,590,590,4720,N
31,MALE,Masters,protective-serv,yachting,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Fire,14,1,NO,0,2,NO,57330,6370,6370,44590,N
50,MALE,MD,tech-support,board-games,own-child,Multi-vehicle Collision,Front Collision,Total Loss,Other,17,3,NO,0,3,NO,81960,13660,13660,54640,N
33,FEMALE,PhD,transport-moving,exercise,wife,Single Vehicle Collision,Side Collision,Major Damage,Fire,16,1,YES,0,0,?,70400,6400,19200,44800,Y
34,FEMALE,JD,protective-serv,paintball,not-in-family,Parked Car,?,Minor Damage,None,3,1,NO,2,1,?,3770,580,580,2610,N
36,FEMALE,Associate,sales,reading,other-relative,Parked Car,?,Minor Damage,None,7,1,NO,0,0,?,7400,740,1480,5180,N
52,FEMALE,High School,farming-fishing,chess,unmarried,Single Vehicle Collision,Rear Collision,Total Loss,Police,13,1,YES,1,1,?,54810,6090,6090,42630,Y
37,FEMALE,JD,priv-house-serv,dancing,own-child,Single Vehicle Collision,Rear Collision,Total Loss,Fire,20,1,YES,2,3,YES,49400,4940,9880,34580,N
53,MALE,Associate,tech-support,exercise,wife,Single Vehicle Collision,Front Collision,Minor Damage,Fire,23,1,YES,2,2,NO,68750,12500,6250,50000,N
32,FEMALE,PhD,adm-clerical,yachting,other-relative,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,11,1,NO,1,0,?,61500,12300,6150,43050,N
39,FEMALE,Masters,other-service,reading,husband,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,0,4,?,0,3,NO,76890,6990,13980,55920,N
32,FEMALE,PhD,other-service,base-jumping,husband,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,2,1,YES,0,1,?,56070,6230,12460,37380,N
30,FEMALE,College,transport-moving,reading,husband,Single Vehicle Collision,Side Collision,Total Loss,Fire,3,1,NO,2,0,YES,56000,14000,0,42000,N
33,FEMALE,College,priv-house-serv,board-games,unmarried,Parked Car,?,Trivial Damage,None,3,1,YES,1,0,NO,4290,780,390,3120,N
37,FEMALE,Associate,transport-moving,reading,husband,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,?,2,1,NO,60750,6750,6750,47250,N
30,FEMALE,Associate,machine-op-inspct,board-games,not-in-family,Single Vehicle Collision,Side Collision,Minor Damage,Other,23,1,?,2,3,NO,48730,4430,4430,39870,N
43,MALE,Associate,adm-clerical,video-games,not-in-family,Multi-vehicle Collision,Front Collision,Minor Damage,Police,9,3,YES,2,0,NO,95150,17300,17300,60550,N
24,MALE,Masters,craft-repair,yachting,husband,Vehicle Theft,?,Minor Damage,Police,20,1,?,0,1,YES,7480,680,680,6120,N
28,MALE,Masters,transport-moving,movies,own-child,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,5,1,?,2,1,YES,79800,13300,6650,59850,Y
51,FEMALE,MD,priv-house-serv,board-games,unmarried,Single Vehicle Collision,Side Collision,Total Loss,Other,15,1,YES,0,2,?,103560,8630,17260,77670,N
38,FEMALE,PhD,other-service,yachting,other-relative,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,YES,2,3,?,79500,15900,7950,55650,N
44,FEMALE,High School,tech-support,base-jumping,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Other,16,1,NO,2,2,NO,76230,6930,13860,55440,Y
54,MALE,MD,protective-serv,board-games,own-child,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,0,1,YES,0,2,NO,59520,9920,9920,39680,N
57,FEMALE,PhD,tech-support,hiking,own-child,Multi-vehicle Collision,Front Collision,Major Damage,Police,10,3,NO,2,1,?,47760,5970,5970,35820,Y
41,MALE,JD,prof-specialty,golf,wife,Multi-vehicle Collision,Side Collision,Total Loss,Police,14,3,NO,2,0,NO,84590,15380,7690,61520,N
38,MALE,PhD,handlers-cleaners,skydiving,other-relative,Multi-vehicle Collision,Front Collision,Total Loss,Other,1,3,YES,2,2,?,61650,6850,6850,47950,N
33,FEMALE,Associate,handlers-cleaners,dancing,unmarried,Single Vehicle Collision,Rear Collision,Major Damage,Police,16,1,?,2,1,?,81400,8140,8140,65120,N
34,FEMALE,Masters,transport-moving,camping,wife,Multi-vehicle Collision,Side Collision,Major Damage,Fire,2,3,NO,0,1,YES,58410,10620,5310,42480,N
56,FEMALE,College,protective-serv,exercise,other-relative,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,23,3,?,0,0,?,38610,3510,3510,31590,N
37,FEMALE,High School,farming-fishing,yachting,not-in-family,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,19,3,?,2,2,NO,57600,9600,9600,38400,N
35,FEMALE,PhD,protective-serv,kayaking,not-in-family,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,23,3,NO,2,2,NO,53190,5910,11820,35460,N
57,FEMALE,JD,craft-repair,skydiving,husband,Single Vehicle Collision,Front Collision,Major Damage,Other,10,1,?,2,3,NO,58300,5830,11660,40810,Y
38,MALE,MD,tech-support,video-games,unmarried,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,12,3,YES,1,2,NO,64620,7180,0,57440,N
51,MALE,PhD,armed-forces,hiking,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,15,3,NO,2,0,YES,90480,15080,15080,60320,N
49,FEMALE,PhD,farming-fishing,kayaking,wife,Vehicle Theft,?,Trivial Damage,None,3,1,NO,1,0,NO,7080,1180,1180,4720,N
42,MALE,JD,exec-managerial,chess,other-relative,Parked Car,?,Minor Damage,Police,19,1,?,2,2,?,6490,590,1180,4720,Y
36,FEMALE,Masters,other-service,golf,other-relative,Multi-vehicle Collision,Side Collision,Total Loss,Police,16,3,NO,1,1,NO,55900,5590,5590,44720,N
29,MALE,High School,adm-clerical,polo,husband,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,NO,0,3,YES,63800,6380,6380,51040,Y
56,MALE,MD,farming-fishing,cross-fit,other-relative,Single Vehicle Collision,Side Collision,Total Loss,Police,10,1,?,0,1,YES,58160,7270,7270,43620,Y
53,MALE,Masters,armed-forces,chess,unmarried,Vehicle Theft,?,Minor Damage,Police,6,1,NO,1,2,NO,6300,630,1260,4410,Y
46,MALE,MD,sales,yachting,other-relative,Single Vehicle Collision,Front Collision,Major Damage,Fire,18,1,NO,2,1,NO,104610,19020,19020,66570,Y
44,MALE,College,exec-managerial,sleeping,wife,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,20,3,NO,0,2,NO,69850,12700,6350,50800,N
21,FEMALE,Masters,priv-house-serv,polo,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,14,1,NO,0,0,?,62900,12580,6290,44030,N
30,MALE,JD,handlers-cleaners,golf,not-in-family,Multi-vehicle Collision,Front Collision,Major Damage,Other,8,3,NO,0,3,?,59670,6630,6630,46410,Y
40,MALE,JD,armed-forces,camping,unmarried,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,17,2,YES,2,0,?,81500,16300,8150,57050,N
56,MALE,High School,armed-forces,video-games,own-child,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,9,1,NO,2,0,?,50000,15000,5000,30000,N
28,MALE,Associate,adm-clerical,exercise,husband,Single Vehicle Collision,Front Collision,Total Loss,Other,0,1,?,2,1,?,48290,8780,8780,30730,N
29,MALE,High School,other-service,golf,husband,Single Vehicle Collision,Rear Collision,Total Loss,Fire,2,1,NO,0,0,?,59070,5370,5370,48330,N
24,FEMALE,High School,armed-forces,yachting,other-relative,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,23,3,?,0,0,NO,63300,12660,6330,44310,N
46,MALE,College,prof-specialty,exercise,own-child,Single Vehicle Collision,Side Collision,Total Loss,Other,8,1,NO,0,3,YES,65780,11960,11960,41860,N
29,MALE,JD,transport-moving,cross-fit,not-in-family,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,6,3,NO,0,2,?,75400,11600,11600,52200,Y
33,MALE,High School,armed-forces,movies,unmarried,Vehicle Theft,?,Minor Damage,None,3,1,YES,1,1,NO,2250,250,250,1750,N
39,FEMALE,High School,machine-op-inspct,reading,unmarried,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,14,3,YES,1,3,?,54120,4510,9020,40590,N
49,MALE,MD,machine-op-inspct,camping,wife,Multi-vehicle Collision,Side Collision,Major Damage,Other,16,3,NO,0,2,NO,69480,11580,11580,46320,N
43,FEMALE,Masters,adm-clerical,reading,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Police,12,1,?,1,2,NO,66950,10300,10300,46350,N
47,FEMALE,Associate,armed-forces,board-games,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Other,1,3,NO,2,3,?,64100,12820,6410,44870,Y
46,MALE,PhD,prof-specialty,camping,unmarried,Single Vehicle Collision,Rear Collision,Minor Damage,Other,19,1,?,0,3,?,80280,13380,13380,53520,N
44,MALE,Associate,machine-op-inspct,hiking,husband,Vehicle Theft,?,Trivial Damage,Police,7,1,?,1,2,NO,4680,520,0,4160,N
32,MALE,College,tech-support,base-jumping,wife,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,6,4,?,1,1,NO,39720,6620,6620,26480,N
58,MALE,MD,exec-managerial,exercise,not-in-family,Single Vehicle Collision,Front Collision,Major Damage,Police,11,1,?,0,0,?,63580,5780,5780,52020,Y
49,FEMALE,PhD,craft-repair,camping,own-child,Single Vehicle Collision,Side Collision,Minor Damage,Other,2,1,YES,1,1,YES,73370,13340,6670,53360,N
29,FEMALE,JD,craft-repair,paintball,other-relative,Single Vehicle Collision,Side Collision,Minor Damage,Police,15,1,?,2,3,YES,86790,7890,23670,55230,N
39,MALE,Masters,tech-support,sleeping,husband,Single Vehicle Collision,Side Collision,Major Damage,Police,0,1,NO,0,2,?,49800,9960,4980,34860,N
38,FEMALE,Associate,armed-forces,exercise,husband,Single Vehicle Collision,Side Collision,Major Damage,Other,12,1,YES,1,1,NO,77440,7040,14080,56320,N
48,FEMALE,PhD,handlers-cleaners,board-games,own-child,Single Vehicle Collision,Front Collision,Total Loss,Other,1,1,?,1,0,?,42900,8580,0,34320,N
26,FEMALE,JD,farming-fishing,skydiving,wife,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,16,2,YES,1,0,NO,53820,11960,5980,35880,Y
46,MALE,MD,sales,reading,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Police,2,1,NO,2,1,NO,57330,12740,6370,38220,N
24,FEMALE,PhD,tech-support,paintball,other-relative,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,13,3,NO,2,1,?,53370,5930,5930,41510,N
29,MALE,High School,prof-specialty,yachting,husband,Single Vehicle Collision,Front Collision,Minor Damage,Police,0,1,NO,2,2,YES,62920,9680,14520,38720,N
24,FEMALE,High School,machine-op-inspct,board-games,unmarried,Multi-vehicle Collision,Front Collision,Total Loss,Fire,0,3,?,0,1,NO,61600,6160,12320,43120,N
30,MALE,College,sales,golf,unmarried,Multi-vehicle Collision,Rear Collision,Total Loss,Police,16,3,YES,2,0,NO,74160,6180,12360,55620,N
38,MALE,High School,priv-house-serv,reading,husband,Single Vehicle Collision,Rear Collision,Total Loss,Police,8,1,NO,2,0,?,80100,8900,8900,62300,N
48,FEMALE,JD,sales,paintball,husband,Parked Car,?,Trivial Damage,Police,9,1,?,2,3,NO,6560,820,820,4920,N
34,MALE,JD,other-service,hiking,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,11,1,?,2,1,YES,58800,11760,5880,41160,N
38,FEMALE,College,transport-moving,chess,not-in-family,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,6,3,?,0,2,NO,53730,11940,5970,35820,Y
60,FEMALE,College,other-service,cross-fit,husband,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,18,1,NO,0,0,NO,60600,5050,10100,45450,N
48,FEMALE,JD,tech-support,movies,other-relative,Single Vehicle Collision,Side Collision,Total Loss,Other,11,1,?,0,3,YES,35750,6500,3250,26000,N
27,FEMALE,College,adm-clerical,exercise,wife,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,17,1,?,1,2,YES,42840,3570,7140,32130,N
39,MALE,High School,armed-forces,hiking,own-child,Multi-vehicle Collision,Front Collision,Major Damage,Fire,21,3,?,1,0,NO,87960,14660,14660,58640,Y
41,MALE,JD,protective-serv,camping,other-relative,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,0,3,NO,1,0,NO,47800,4780,4780,38240,N
43,FEMALE,Associate,tech-support,exercise,unmarried,Vehicle Theft,?,Trivial Damage,Police,9,1,NO,0,1,?,3840,640,640,2560,N
43,MALE,JD,transport-moving,hiking,own-child,Single Vehicle Collision,Front Collision,Total Loss,Fire,1,1,NO,0,2,?,77000,14000,7000,56000,N
